pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,probe.stopped,participant,session,date,expName,psychopyVersion,frameRate
50,c,5,2,22,2,,,,,69.17397823,70.17445665,70.17445665,70.17445665,70.17445665,70.17445665,71.17369626,71.17369626,c,1,0.285202915,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,5,3,23,3,,,,,71.47390412,72.47383639,72.47383639,72.47383639,72.47383639,72.47383639,73.47560346,73.47560346,z,1,0.216779731,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,6,0,24,0,,,,,73.70720019,74.70716396,74.70716396,74.70716396,74.70716396,74.70716396,75.707456,75.707456,x,1,0.31842372,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,6,1,25,1,,,,,76.04041179,77.04059232,77.04059232,77.04059232,77.04059232,77.04059232,78.04023933,78.04023933,v,1,0.287163069,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,6,2,26,2,,,,,78.33965046,79.34039149,79.34039149,79.34039149,79.34039149,79.34039149,80.34125895,80.34125895,c,1,0.301039337,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,6,3,27,3,,,,,80.65707397,81.65719466,81.65719466,81.65719466,81.65719466,81.65719466,82.6575478,82.6575478,z,1,0.317884437,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,7,0,28,0,,,,,82.990392,83.99087544,83.99087544,83.99087544,83.99087544,83.99087544,84.99083383,84.99083383,x,1,0.368775452,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,7,1,29,1,,,,,85.37437085,86.37387687,86.37387687,86.37387687,86.37387687,86.37387687,87.37362599,87.37362599,v,1,0.385668258,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,7,2,30,2,,,,,87.77369707,88.77373722,88.77373722,88.77373722,88.77373722,88.77373722,89.77450619,89.77450619,c,1,0.334420143,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,7,3,31,3,,,,,90.12366353,91.1237805,91.1237805,91.1237805,91.1237805,91.1237805,92.12434365,92.12434365,z,1,0.351259729,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,8,0,32,0,,,,,92.49048431,93.49032238,93.49032238,93.49032238,93.49032238,93.49032238,94.4908033,94.4908033,x,1,0.384267182,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,8,1,33,1,,,,,94.89025396,95.89024624,95.89024624,95.89024624,95.89024624,95.89024624,96.89081336,96.89081336,v,1,0.352485163,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,8,2,34,2,,,,,97.25631727,98.25679181,98.25679181,98.25679181,98.25679181,98.25679181,99.25741955,99.25741955,c,1,0.403698736,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,8,3,35,3,,,,,99.67295126,100.6735638,100.6735638,100.6735638,100.6735638,100.6735638,101.6744565,101.6744565,z,1,0.500783448,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,9,0,36,0,,,,,102.1901047,103.1901559,103.1901559,103.1901559,103.1901559,103.1901559,104.1906402,104.1906402,x,1,0.301291718,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,9,1,37,1,,,,,104.5067148,105.506775,105.506775,105.506775,105.506775,105.506775,106.5063443,106.5063443,v,1,0.402305036,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,9,2,38,2,,,,,106.9233679,107.9232947,107.9232947,107.9232947,107.9232947,107.9232947,108.9239756,108.9239756,c,1,0.353641939,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,9,3,39,3,,,,,109.2903166,110.2902324,110.2902324,110.2902324,110.2902324,110.2902324,111.2899329,111.2899329,z,1,0.518375943,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,10,0,40,0,,,,,111.8232518,112.8234158,112.8234158,112.8234158,112.8234158,112.8234158,113.8230098,113.8230098,x,1,0.402025849,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,10,1,41,1,,,,,114.2398978,115.2408621,115.2408621,115.2408621,115.2408621,115.2408621,116.2412763,116.2412763,v,1,0.31839952,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,10,2,42,2,,,,,116.5732843,117.5733285,117.5733285,117.5733285,117.5733285,117.5733285,118.5743917,118.5743917,c,1,0.31885062,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,10,3,43,3,,,,,118.9065608,119.9067776,119.9067776,119.9067776,119.9067776,119.9067776,120.9075898,120.9075898,z,1,0.384123439,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,11,0,44,0,,,,,121.3065912,122.3066175,122.3066175,122.3066175,122.3066175,122.3066175,123.3076941,123.3076941,x,1,0.383996751,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,11,1,45,1,,,,,123.7063305,124.7073251,124.7073251,124.7073251,124.7073251,124.7073251,125.7065367,125.7065367,v,1,0.336092614,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,11,2,46,2,,,,,126.0564182,127.05666,127.05666,127.05666,127.05666,127.05666,128.0569425,128.0569425,c,1,0.318234514,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,11,3,47,3,,,,,128.3897309,129.3899512,129.3899512,129.3899512,129.3899512,129.3899512,130.3903882,130.3903882,z,1,0.384869477,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,12,0,48,0,,,,,130.7897872,131.7896999,131.7896999,131.7896999,131.7896999,131.7896999,132.7905448,132.7905448,x,1,0.334642624,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,12,1,49,1,,,,,133.1398142,134.139869,134.139869,134.139869,134.139869,134.139869,135.1397637,135.1397637,v,1,0.417167786,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,12,2,50,2,,,,,135.573679,136.5730064,136.5730064,136.5730064,136.5730064,136.5730064,137.5728668,137.5728668,c,1,0.335403224,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,12,3,51,3,,,,,137.9231529,138.9234621,138.9234621,138.9234621,138.9234621,138.9234621,139.9236767,139.9236767,z,1,0.552933962,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,13,0,52,0,,,,,140.4893272,141.4899564,141.4899564,141.4899564,141.4899564,141.4899564,142.4896287,142.4896287,x,1,0.435201763,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,13,1,53,1,,,,,142.939616,143.9396761,143.9396761,143.9396761,143.9396761,143.9396761,144.9402945,144.9402945,v,1,0.28561518,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,13,2,54,2,,,,,145.23968,146.239578,146.239578,146.239578,146.239578,146.239578,147.2402157,147.2402157,c,1,0.385807338,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,13,3,55,3,,,,,147.6392227,148.6394719,148.6394719,148.6394719,148.6394719,148.6394719,149.6406213,149.6406213,z,1,0.350569991,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,14,0,56,0,,,,,150.0062179,151.0062346,151.0062346,151.0062346,151.0062346,151.0062346,152.0072607,152.0072607,x,1,0.451015376,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,14,1,57,1,,,,,152.472828,153.4736245,153.4736245,153.4736245,153.4736245,153.4736245,154.4733258,154.4733258,v,1,0.33589252,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,14,2,58,2,,,,,154.8225203,155.822822,155.822822,155.822822,155.822822,155.822822,156.8239436,156.8239436,c,1,0.517312918,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,14,3,59,3,,,,,157.3559836,158.3561015,158.3561015,158.3561015,158.3561015,158.3561015,159.3568122,159.3568122,z,1,0.535468071,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,15,0,60,0,,,,,159.9064627,160.9062338,160.9062338,160.9062338,160.9062338,160.9062338,161.9067478,161.9067478,x,1,0.451910658,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,15,1,61,1,,,,,162.37329,163.3728584,163.3728584,163.3728584,163.3728584,163.3728584,164.3730436,164.3730436,v,1,0.354068679,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,15,2,62,2,,,,,164.7388236,165.7393027,165.7393027,165.7393027,165.7393027,165.7393027,166.73999,166.73999,c,1,0.668052636,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,15,3,63,3,,,,,167.422589,168.423035,168.423035,168.423035,168.423035,168.423035,169.4225937,169.4225937,z,1,0.401929575,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,16,0,64,0,,,,,169.8393317,170.8571756,170.8571756,170.8571756,170.8571756,170.8571756,171.8397704,171.8397704,x,1,0.521620109,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,16,1,65,1,,,,,172.3752481,173.3892648,173.3892648,173.3892648,173.3892648,173.4054427,174.3738044,174.3738044,v,1,0.338660269,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,16,2,66,2,,,,,174.7403895,175.72238,175.72238,175.72238,175.72238,175.7732799,176.7233278,176.7233278,c,1,0.301160696,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,16,3,67,3,,,,,177.0412124,178.0573372,178.0573372,178.0573372,178.0573372,178.0745179,179.0569936,179.0569936,z,1,0.436062699,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,17,0,68,0,,,,,179.506071,180.5053186,180.5053186,180.5053186,180.5053186,180.5053186,181.5397655,181.5397655,x,1,0.353746283,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,17,1,69,1,,,,,181.9067009,182.9054639,182.9054639,182.9054639,182.9054639,182.9054639,183.905328,183.905328,v,1,0.320984278,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,17,2,70,2,,,,,184.2395209,185.2398628,185.2398628,185.2398628,185.2398628,185.2398628,186.2405526,186.2405526,c,1,0.366686494,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,17,3,71,3,,,,,186.6222393,187.6227245,187.6227245,187.6227245,187.6227245,187.6227245,188.6219308,188.6219308,z,1,0.652256531,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,18,0,72,0,,,,,189.2902031,190.2894614,190.2894614,190.2894614,190.2894614,190.2894614,191.2895069,191.2895069,x,1,0.31802978,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,18,1,73,1,,,,,191.6222481,192.622401,192.622401,192.622401,192.622401,192.622401,193.6241054,193.6241054,v,1,0.333171657,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,18,2,74,2,,,,,193.9719761,194.9722506,194.9722506,194.9722506,194.9722506,194.9722506,195.972921,195.972921,c,1,0.35096917,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,18,3,75,3,,,,,196.3399753,197.3568118,197.3568118,197.3568118,197.3568118,197.3568118,198.3399038,198.3399038,z,1,0.417600112,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,19,0,76,0,,,,,198.7721374,199.7728119,199.7728119,199.7728119,199.7728119,199.7728119,200.7721112,200.7721112,x,1,0.485111517,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,19,1,77,1,,,,,201.2722114,202.2724761,202.2724761,202.2724761,202.2724761,202.2724761,203.2729316,203.2729316,v,1,0.451097308,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,19,2,78,2,,,,,203.7399216,204.739196,204.739196,204.739196,204.739196,204.739196,205.7399817,205.7399817,c,1,0.349992624,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,19,3,79,3,,,,,206.1054375,207.1054286,207.1054286,207.1054286,207.1054286,207.1054286,208.1060938,208.1060938,z,1,0.400609835,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,20,0,80,0,,,,,208.5222473,209.5221393,209.5221393,209.5221393,209.5221393,209.5221393,210.5222678,210.5222678,x,1,0.302934287,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,20,1,81,1,,,,,210.8384746,211.8404472,211.8404472,211.8404472,211.8404472,211.8404472,212.8393497,212.8393497,v,1,0.318235607,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,20,2,82,2,,,,,213.1722156,214.1718593,214.1718593,214.1718593,214.1718593,214.1718593,215.1724494,215.1724494,c,1,0.334238421,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,20,3,83,3,,,,,215.5222059,216.5226643,216.5226643,216.5226643,216.5226643,216.5226643,217.5218021,217.5218021,z,1,0.402885186,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,21,0,84,0,,,,,217.9386325,218.9386213,218.9386213,218.9386213,218.9386213,218.9386213,219.956814,219.956814,x,1,0.517122009,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,21,1,85,1,,,,,220.4883194,221.4888292,221.4888292,221.4888292,221.4888292,221.4888292,222.4909144,222.4909144,v,1,0.300238979,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,21,2,86,2,,,,,222.805051,223.8076416,223.8076416,223.8076416,223.8076416,223.8076416,224.8056736,224.8056736,z,0,2.651076753,225.8050458,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,21,3,87,3,,,,,227.4716795,228.4718264,228.4718264,228.4718264,228.4718264,228.4718264,229.471796,229.471796,z,1,0.738935813,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,22,0,88,0,,,,,230.2215278,231.2218538,231.2218538,231.2218538,231.2218538,231.2218538,232.2229745,232.2229745,x,1,0.634015927,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,22,1,89,1,,,,,232.8719262,233.8725993,233.8725993,233.8725993,233.8725993,233.8725993,234.8717682,234.8717682,v,1,0.401074514,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,22,2,90,2,,,,,235.2893971,236.3064778,236.3064778,236.3064778,236.3064778,236.3221196,237.2885522,237.2885522,c,1,0.268149368,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,22,3,91,3,,,,,237.5717756,238.5718304,238.5718304,238.5718304,238.5718304,238.5718304,239.5719045,239.5719045,z,1,0.319480087,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,23,0,92,0,,,,,239.9048798,240.9050652,240.9050652,240.9050652,240.9050652,240.9050652,241.9055523,241.9055523,x,1,0.269044909,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,23,1,93,1,,,,,242.1879464,243.1886729,243.1886729,243.1886729,243.1886729,243.1886729,244.1888377,244.1888377,v,1,0.317989139,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,23,2,94,2,,,,,244.5216331,245.5215603,245.5215603,245.5215603,245.5215603,245.5215603,246.5217576,246.5217576,c,1,0.319318936,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,23,3,95,3,,,,,246.8545637,247.8551458,247.8551458,247.8551458,247.8551458,247.8551458,248.8548009,248.8548009,z,1,0.351971555,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,,,,,0,0,0,1,249.2393203,250.222342,250.222342,250.222342,250.222342,250.2382497,251.2215401,251.2215401,v,1,1.1361467,252.2211906,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,,,,,0,1,1,3,252.3710915,253.3722964,253.3722964,253.3722964,253.3722964,253.3722964,254.371662,254.371662,z,1,0.684930484,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,,,,,0,2,2,1,255.0714363,256.0725965,256.0725965,256.0725965,256.0725965,256.0725965,257.071453,257.071453,v,1,0.819174846,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,,,,,0,3,3,0,257.9045144,258.9048542,258.9048542,258.9048542,258.9048542,258.9048542,259.9057413,259.9057413,x,1,1.300947027,260.9212674,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
50,c,,,,,1,0,4,2,261.2213884,262.2212499,262.2212499,262.2212499,262.2212499,262.2212499,263.2218744,263.2218744,c,1,0.801096013,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-50,x,,,,,1,1,5,0,264.03904,265.0379976,265.0379976,265.0379976,265.0379976,265.0379976,266.0376603,266.0376603,x,1,0.73652097,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,,,,,1,2,6,1,266.7880492,267.7882387,267.7882387,267.7882387,267.7882387,267.7882387,268.7885993,268.7885993,v,1,0.634523496,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,,,,,1,3,7,3,269.4387267,270.4385125,270.4385125,270.4385125,270.4385125,270.4385125,271.4389494,271.4389494,z,1,1.202073481,272.4542026,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
150,v,,,,,2,0,8,1,272.654144,273.6545623,273.6545623,273.6545623,273.6545623,273.6545623,274.6545333,274.6545333,v,1,0.968373291,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
-150,z,,,,,2,1,9,3,275.6388079,276.6397078,276.6397078,276.6397078,276.6397078,276.6397078,277.6382225,277.6382225,z,1,0.584791452,,764520,1,2022-10-06_12h52.18.054,motorsequenceexperiment3,2022.2.2,60.36327476
